po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating
PO994,Supplier_50,Poland,Electronics,02-01-2026,24-01-2026,24-01-2026,188,160,198.3,37280.4,0.01,3,4.39
PO995,Supplier_45,India,Packaging,14-08-2025,20-08-2025,20-08-2025,127,124,170.18,21612.86,0.04,3,4.19
PO996,Supplier_8,India,Mechanical,29-05-2025,24-06-2025,24-06-2025,70,61,104.6,7322,0.084,3,3.97
PO997,Supplier_41,Poland,Raw Material,17-07-2025,04-08-2025,04-08-2025,406,387,53.25,21619.5,0.052,2,3.38
PO998,Supplier_18,China,Mechanical,28-08-2025,26-09-2025,29-09-2025,496,476,28.8,14284.800000000001,0.027,1,3.83
PO999,Supplier_7,Germany,Electronics,30-09-2025,22-10-2025,22-10-2025,320,302,95.69,30620.8,0.01,2,3.68
PO1000,Supplier_12,China,Mechanical,20-06-2025,19-07-2025,20-07-2025,74,50,192.45,14241.3,0.069,4,4.43
PO1001,Supplier_6,Poland,Electronics,04-02-2026,05-03-2026,10-03-2026,344,322,33.3,11455.199999999999,0.043,2,4.85
PO1002,Supplier_41,India,Raw Material,03-01-2026,14-01-2026,14-01-2026,65,49,49.77,3235.05,0.024,2,3.54
PO1003,Supplier_26,India,Electronics,25-01-2026,21-02-2026,21-02-2026,235,234,148.78,34963.3,0.053,1,3.72
PO1004,Supplier_23,China,Electronics,17-08-2025,30-08-2025,30-08-2025,341,333,139.78,47664.98,0.066,0,3.54
PO1005,Supplier_6,India,Packaging,03-09-2025,11-09-2025,16-09-2025,455,443,94.23,42874.65,0.059,1,3.83
PO1006,Supplier_29,China,Packaging,23-01-2026,06-02-2026,09-02-2026,237,208,31.56,7479.719999999999,0.025,1,4.97
PO1007,Supplier_14,Germany,Packaging,28-01-2026,12-02-2026,14-02-2026,205,199,192.84,39532.2,0.043,3,4.36
PO1008,Supplier_50,India,Packaging,19-01-2026,14-02-2026,15-02-2026,91,75,101.72,9256.52,0.033,1,4.33
PO1009,Supplier_19,Germany,Packaging,24-03-2026,15-04-2026,22-04-2026,422,402,32.41,13677.019999999999,0.065,0,3.35
PO1010,Supplier_30,France,Raw Material,01-09-2025,30-09-2025,03-10-2025,149,131,108.83,16215.67,0.057,4,3.69
PO1011,Supplier_22,France,Raw Material,15-07-2025,23-07-2025,26-07-2025,314,286,112.41,35296.74,0.029,1,3.54
PO1012,Supplier_10,Germany,Electronics,25-05-2025,04-06-2025,11-06-2025,428,405,158.44,67812.31999999999,0.037,2,3.84
PO1013,Supplier_4,China,Packaging,29-12-2025,26-01-2026,27-01-2026,229,227,145.28,33269.12,0.038,2,4.19
PO1014,Supplier_19,India,Electronics,20-10-2025,10-11-2025,10-11-2025,130,116,27.34,3554.2,0.002,2,2.77
PO1015,Supplier_29,China,Electronics,18-01-2026,26-01-2026,28-01-2026,323,298,102.41,33078.43,0.03,3,4.77
PO1016,Supplier_1,Germany,Raw Material,02-01-2026,17-01-2026,20-01-2026,330,316,11.29,3725.7,0.015,2,3.06
PO1017,Supplier_10,Poland,Electronics,06-01-2026,03-02-2026,10-02-2026,66,38,73.62,4858.92,0.033,3,2.84
PO1018,Supplier_50,France,Mechanical,18-01-2026,08-02-2026,13-02-2026,249,226,120.66,30044.34,0.069,2,4.21
PO1019,Supplier_35,Germany,Mechanical,25-07-2025,03-08-2025,06-08-2025,251,247,156.5,39281.5,0.044,0,2.65
PO1020,Supplier_34,India,Packaging,26-03-2026,19-04-2026,26-04-2026,361,346,13.01,4696.61,0.056,0,3.42
PO1021,Supplier_26,China,Mechanical,24-02-2026,15-03-2026,17-03-2026,454,445,186.46,84652.84,0.08,1,2.74
PO1022,Supplier_35,Germany,Mechanical,11-11-2025,18-11-2025,18-11-2025,283,257,33.9,9593.699999999999,0.059,3,3.01
PO1023,Supplier_21,Germany,Electronics,11-10-2025,05-11-2025,06-11-2025,118,89,129.53,15284.54,0.015,0,3.32
PO1024,Supplier_24,India,Electronics,16-06-2025,12-07-2025,19-07-2025,246,244,51.07,12563.22,0.059,2,4.49
PO1025,Supplier_28,Poland,Mechanical,11-08-2025,02-09-2025,02-09-2025,293,290,88.44,25912.92,0.086,0,4.95
PO1026,Supplier_8,France,Packaging,22-01-2026,07-02-2026,14-02-2026,157,139,12.65,1986.05,0.066,3,3.7
PO1027,Supplier_41,Poland,Mechanical,26-12-2025,13-01-2026,14-01-2026,78,69,178.28,13905.84,0.065,1,3.77
PO1028,Supplier_31,Germany,Electronics,30-01-2026,16-02-2026,16-02-2026,467,455,52.89,24699.63,0.003,2,3.32
PO1029,Supplier_50,China,Raw Material,15-06-2025,01-07-2025,04-07-2025,299,290,24.16,7223.84,0.051,1,3.59
PO1030,Supplier_36,Poland,Packaging,06-05-2025,15-05-2025,18-05-2025,302,275,169.87,51300.74,0.062,1,3.02
PO1031,Supplier_45,India,Electronics,09-12-2025,04-01-2026,11-01-2026,54,43,121.38,6554.5199999999995,0.076,2,3.34
PO1032,Supplier_31,China,Raw Material,03-04-2026,30-04-2026,30-04-2026,428,411,131.59,56320.520000000004,0.086,2,3.49
PO1033,Supplier_23,China,Raw Material,21-10-2025,19-11-2025,20-11-2025,107,96,21.25,2273.75,0.011,0,4.24
PO1034,Supplier_8,Germany,Mechanical,07-10-2025,16-10-2025,21-10-2025,422,404,137.78,58143.16,0.07,4,4.66
PO1035,Supplier_39,France,Mechanical,16-01-2026,10-02-2026,13-02-2026,219,202,85.7,18768.3,0.028,2,3.34
PO1036,Supplier_21,Germany,Mechanical,17-05-2025,01-06-2025,03-06-2025,222,196,15.07,3345.54,0.001,0,4.38
PO1037,Supplier_47,Poland,Packaging,04-12-2025,15-12-2025,15-12-2025,157,137,167.71,26330.47,0.005,0,3.72
PO1038,Supplier_17,Poland,Packaging,09-09-2025,19-09-2025,20-09-2025,284,276,110.86,31484.24,0.005,0,5
PO1039,Supplier_24,Germany,Packaging,01-10-2025,25-10-2025,30-10-2025,470,450,143.74,67557.8,0.065,0,4.47
PO1040,Supplier_14,China,Electronics,26-06-2025,20-07-2025,27-07-2025,335,311,151.27,50675.450000000004,0.058,1,2.93
PO1041,Supplier_27,China,Raw Material,04-07-2025,16-07-2025,17-07-2025,67,55,42.43,2842.81,0.066,3,4.57
PO1042,Supplier_31,Poland,Mechanical,17-01-2026,02-02-2026,04-02-2026,241,229,123.06,29657.46,0.009,4,2.72
PO1043,Supplier_19,China,Packaging,15-07-2025,07-08-2025,07-08-2025,161,135,119.76,19281.36,0.036,4,4.65
PO1044,Supplier_5,France,Mechanical,01-03-2026,15-03-2026,22-03-2026,94,66,112.29,10555.26,0.045,3,4.63
PO1045,Supplier_37,France,Mechanical,20-01-2026,16-02-2026,18-02-2026,87,61,95.21,8283.269999999999,0.098,2,3.63
PO1046,Supplier_26,Poland,Raw Material,16-08-2025,28-08-2025,29-08-2025,257,249,38.47,9886.789999999999,0.057,3,3.07
PO1047,Supplier_47,China,Mechanical,11-05-2025,19-05-2025,20-05-2025,428,424,10.3,4408.400000000001,0.087,4,3
PO1048,Supplier_11,France,Packaging,08-01-2026,06-02-2026,08-02-2026,255,243,95.52,24357.6,0.002,2,4.17
PO1049,Supplier_15,China,Electronics,11-06-2025,28-06-2025,28-06-2025,397,373,59.41,23585.77,0.059,0,3.91
PO1050,Supplier_8,Germany,Packaging,21-04-2025,13-05-2025,20-05-2025,256,233,130.88,33505.28,0.073,4,4.86
PO1051,Supplier_15,Germany,Mechanical,01-07-2025,08-07-2025,08-07-2025,193,186,151.15,29171.95,0.069,0,3.83
PO1052,Supplier_14,China,Electronics,05-03-2026,30-03-2026,06-04-2026,432,406,126.16,54501.119999999995,0.096,0,2.56
PO1053,Supplier_16,Poland,Packaging,01-08-2025,18-08-2025,19-08-2025,142,113,26.19,3718.98,0.065,4,2.89
PO1054,Supplier_29,France,Electronics,09-01-2026,22-01-2026,29-01-2026,213,201,16.76,3569.88,0.014,4,2.55
PO1055,Supplier_12,Poland,Packaging,15-12-2025,27-12-2025,27-12-2025,473,453,188.33,89080.09000000001,0.019,3,3.33
PO1056,Supplier_24,France,Electronics,09-09-2025,20-09-2025,20-09-2025,308,297,115.28,35506.24,0.061,1,4.16
PO1057,Supplier_6,France,Electronics,13-12-2025,07-01-2026,09-01-2026,455,432,64.71,29443.049999999996,0.019,1,3.63
PO1058,Supplier_7,India,Raw Material,18-02-2026,27-02-2026,01-03-2026,97,69,191.62,18587.14,0.092,3,3.39
PO1059,Supplier_13,China,Packaging,26-12-2025,22-01-2026,25-01-2026,86,81,30.48,2621.28,0.049,0,3.82
PO1060,Supplier_21,France,Packaging,17-11-2025,16-12-2025,23-12-2025,192,172,84.1,16147.199999999999,0.041,4,3.85
PO1061,Supplier_47,Poland,Electronics,06-03-2026,24-03-2026,26-03-2026,102,83,149.48,15246.96,0.066,3,4.19
PO1062,Supplier_30,China,Packaging,05-03-2026,16-03-2026,18-03-2026,87,72,162.58,14144.460000000001,0.037,3,2.79
PO1063,Supplier_48,France,Electronics,29-06-2025,14-07-2025,19-07-2025,98,78,41.74,4090.52,0.099,1,3.98
PO1064,Supplier_27,France,Electronics,26-08-2025,20-09-2025,22-09-2025,368,360,134.67,49558.56,0.088,2,3.23
PO1065,Supplier_42,Poland,Electronics,24-01-2026,02-02-2026,03-02-2026,304,296,191,58064,0.044,3,3
PO1066,Supplier_46,China,Mechanical,08-07-2025,02-08-2025,07-08-2025,348,328,42.84,14908.320000000002,0.034,3,3.04
PO1067,Supplier_18,China,Raw Material,23-06-2025,06-07-2025,08-07-2025,305,289,162.88,49678.4,0.014,1,4.41
PO1068,Supplier_5,China,Raw Material,30-06-2025,07-07-2025,12-07-2025,309,286,182.38,56355.42,0.074,2,4.82
PO1069,Supplier_1,Germany,Electronics,20-03-2026,15-04-2026,15-04-2026,436,422,89.49,39017.64,0.071,1,4.7
PO1070,Supplier_25,China,Electronics,28-02-2026,28-03-2026,28-03-2026,379,360,80.23,30407.170000000002,0.033,4,4.98
PO1071,Supplier_19,Poland,Mechanical,31-01-2026,19-02-2026,24-02-2026,302,302,170.46,51478.920000000006,0.058,2,4.62
PO1072,Supplier_34,France,Electronics,22-03-2026,02-04-2026,03-04-2026,295,281,55.62,16407.899999999998,0.089,4,3.22
PO1073,Supplier_43,China,Raw Material,15-06-2025,29-06-2025,30-06-2025,192,182,124.81,23963.52,0.083,4,3.55
PO1074,Supplier_4,France,Electronics,22-10-2025,20-11-2025,20-11-2025,147,124,93.62,13762.140000000001,0.009,3,3.52
PO1075,Supplier_21,China,Packaging,04-02-2026,27-02-2026,27-02-2026,157,146,120.93,18986.010000000002,0.037,4,3.7
PO1076,Supplier_26,India,Electronics,15-10-2025,21-10-2025,22-10-2025,439,421,16.77,7362.03,0.05,1,2.53
PO1077,Supplier_29,India,Mechanical,29-06-2025,22-07-2025,24-07-2025,75,66,107.36,8052,0.055,2,2.65
PO1078,Supplier_16,India,Raw Material,19-01-2026,09-02-2026,11-02-2026,196,192,181.84,35640.64,0.1,2,2.94
PO1079,Supplier_15,Germany,Mechanical,07-03-2026,29-03-2026,31-03-2026,309,288,26.52,8194.68,0.022,1,3.81
PO1080,Supplier_42,Germany,Packaging,21-11-2025,27-11-2025,28-11-2025,205,196,11.13,2281.65,0.038,3,4.78
PO1081,Supplier_12,China,Electronics,23-06-2025,06-07-2025,06-07-2025,135,130,55.08,7435.8,0.026,4,4.76
PO1082,Supplier_15,China,Packaging,10-05-2025,19-05-2025,19-05-2025,413,386,146.27,60409.51,0.083,2,4.72
PO1083,Supplier_8,Germany,Packaging,08-11-2025,17-11-2025,17-11-2025,341,325,139.72,47644.52,0.07,3,3.47
PO1084,Supplier_12,Poland,Packaging,29-07-2025,21-08-2025,21-08-2025,482,463,50.61,24394.02,0.066,2,2.94
PO1085,Supplier_8,India,Packaging,13-06-2025,25-06-2025,27-06-2025,377,369,196.59,74114.43000000001,0.039,0,2.8
PO1086,Supplier_13,France,Raw Material,29-01-2026,05-02-2026,12-02-2026,351,322,54.32,19066.32,0.073,3,3.76
PO1087,Supplier_36,China,Electronics,12-10-2025,19-10-2025,19-10-2025,224,206,125.84,28188.16,0.02,0,2.93
PO1088,Supplier_27,India,Raw Material,23-05-2025,31-05-2025,05-06-2025,169,145,89.35,15100.15,0.074,4,4.52
PO1089,Supplier_31,Germany,Packaging,30-03-2026,14-04-2026,19-04-2026,454,454,15,6810,0.026,0,2.93
PO1090,Supplier_21,China,Mechanical,21-11-2025,17-12-2025,19-12-2025,241,219,143.91,34682.31,0.034,4,3.08
PO1091,Supplier_40,Poland,Raw Material,24-10-2025,07-11-2025,12-11-2025,101,82,68.68,6936.68,0.066,2,3.63
PO1092,Supplier_23,France,Mechanical,08-01-2026,15-01-2026,22-01-2026,358,356,136.95,49028.1,0.09,0,3.77
PO1093,Supplier_32,Poland,Packaging,27-04-2025,17-05-2025,17-05-2025,160,143,34.04,5446.4,0.048,2,3.73
PO1094,Supplier_6,Poland,Raw Material,30-06-2025,22-07-2025,27-07-2025,159,152,169.86,27007.74,0.041,4,3.8
PO1095,Supplier_34,Poland,Packaging,03-04-2026,20-04-2026,27-04-2026,129,123,170.69,22019.01,0.035,0,3.24
PO1096,Supplier_20,France,Raw Material,15-09-2025,23-09-2025,30-09-2025,209,194,75.03,15681.27,0.008,1,3.54
PO1097,Supplier_32,France,Electronics,16-01-2026,26-01-2026,26-01-2026,358,340,88.03,31514.74,0.072,1,4.86
PO1098,Supplier_39,France,Electronics,04-11-2025,16-11-2025,21-11-2025,294,278,76.94,22620.36,0.03,3,3.1
PO1099,Supplier_25,India,Packaging,05-10-2025,13-10-2025,13-10-2025,54,36,107.28,5793.12,0.099,4,2.65
PO1100,Supplier_49,France,Raw Material,05-03-2026,26-03-2026,26-03-2026,137,126,93.75,12843.75,0.099,4,2.66
PO1101,Supplier_28,Germany,Mechanical,19-09-2025,30-09-2025,01-10-2025,299,274,173.59,51903.41,0.062,2,4.24
PO1102,Supplier_8,China,Packaging,27-05-2025,23-06-2025,23-06-2025,468,456,52.61,24621.48,0.01,2,3.9
PO1103,Supplier_11,China,Raw Material,25-06-2025,09-07-2025,16-07-2025,144,132,165.31,23804.64,0.093,0,2.59
PO1104,Supplier_15,Poland,Mechanical,12-07-2025,09-08-2025,14-08-2025,439,428,91.48,40159.72,0.04,3,3.49
PO1105,Supplier_27,Poland,Raw Material,20-02-2026,16-03-2026,16-03-2026,240,232,19.86,4766.4,0.094,4,4.86
PO1106,Supplier_2,France,Mechanical,04-02-2026,12-02-2026,14-02-2026,483,465,110.98,53603.340000000004,0.087,4,4.07
PO1107,Supplier_41,India,Mechanical,22-09-2025,28-09-2025,05-10-2025,409,386,175.77,71889.93000000001,0.022,0,3.79
PO1108,Supplier_32,Poland,Electronics,27-04-2025,14-05-2025,15-05-2025,477,462,173.8,82902.6,0.084,0,4.57
PO1109,Supplier_38,China,Electronics,26-02-2026,25-03-2026,30-03-2026,183,159,33.46,6123.18,0.098,3,3.55
PO1110,Supplier_39,India,Mechanical,22-06-2025,02-07-2025,02-07-2025,303,284,26.72,8096.16,0.089,0,3.28
PO1111,Supplier_15,Poland,Packaging,09-03-2026,07-04-2026,08-04-2026,479,458,163.92,78517.68,0.027,2,4.45
PO1112,Supplier_31,France,Packaging,26-06-2025,20-07-2025,20-07-2025,367,339,42.32,15531.44,0.076,4,4.69
PO1113,Supplier_34,India,Mechanical,12-06-2025,21-06-2025,21-06-2025,392,371,60.27,23625.84,0.052,0,4.14
PO1114,Supplier_25,Germany,Electronics,13-11-2025,04-12-2025,07-12-2025,186,164,45.49,8461.140000000001,0.043,0,4.2
PO1115,Supplier_15,Germany,Mechanical,10-01-2026,03-02-2026,03-02-2026,149,122,146.88,21885.12,0.064,3,3.16
PO1116,Supplier_9,Germany,Packaging,06-10-2025,26-10-2025,26-10-2025,60,49,142.34,8540.4,0.038,3,4.22
PO1117,Supplier_17,China,Electronics,04-01-2026,27-01-2026,30-01-2026,181,159,128.74,23301.940000000002,0.01,4,2.91
PO1118,Supplier_17,France,Packaging,06-01-2026,15-01-2026,15-01-2026,128,117,147.73,18909.44,0.044,1,3.9
PO1119,Supplier_48,Germany,Electronics,04-01-2026,28-01-2026,28-01-2026,364,360,120.11,43720.04,0.029,0,2.71
PO1120,Supplier_33,Germany,Electronics,25-09-2025,13-10-2025,14-10-2025,236,231,164.46,38812.560000000005,0.004,1,3.18
PO1121,Supplier_28,Poland,Packaging,26-09-2025,19-10-2025,19-10-2025,268,244,106.45,28528.600000000002,0.081,4,2.6
PO1122,Supplier_26,India,Mechanical,15-06-2025,08-07-2025,08-07-2025,366,347,108.91,39861.06,0.039,0,4.26
PO1123,Supplier_12,India,Electronics,27-01-2026,08-02-2026,11-02-2026,327,310,58.8,19227.6,0.046,2,3.72
PO1124,Supplier_21,Poland,Packaging,16-03-2026,22-03-2026,22-03-2026,353,331,31.2,11013.6,0.084,0,3.39
PO1125,Supplier_32,China,Raw Material,23-11-2025,12-12-2025,15-12-2025,241,214,150.03,36157.23,0.018,1,3.19
PO1126,Supplier_44,China,Electronics,09-08-2025,15-08-2025,15-08-2025,462,458,30.31,14003.22,0.066,1,4.46
PO1127,Supplier_23,Germany,Electronics,22-07-2025,08-08-2025,15-08-2025,407,395,72.85,29649.949999999997,0.075,1,4.33
PO1128,Supplier_13,France,Packaging,01-12-2025,24-12-2025,27-12-2025,201,174,23.49,4721.49,0.049,4,4.68
PO1129,Supplier_23,Poland,Mechanical,05-06-2025,03-07-2025,08-07-2025,461,459,33.7,15535.7,0.019,1,4.83
PO1130,Supplier_45,Germany,Mechanical,14-01-2026,23-01-2026,23-01-2026,158,131,189.23,29898.34,0.053,2,2.6
PO1131,Supplier_27,Poland,Raw Material,31-05-2025,12-06-2025,19-06-2025,157,143,178.93,28092.010000000002,0.047,0,4.7
PO1132,Supplier_32,Germany,Mechanical,13-08-2025,30-08-2025,31-08-2025,187,172,124.21,23227.27,0.071,3,3.12
PO1133,Supplier_4,France,Packaging,21-09-2025,18-10-2025,23-10-2025,357,348,157.56,56248.92,0.055,1,3.69
PO1134,Supplier_48,France,Raw Material,26-09-2025,18-10-2025,20-10-2025,251,226,123.23,30930.73,0.003,4,4.33
PO1135,Supplier_3,Germany,Electronics,21-06-2025,27-06-2025,27-06-2025,418,409,104.46,43664.28,0.013,0,4.1
PO1136,Supplier_44,China,Electronics,30-03-2026,13-04-2026,20-04-2026,310,286,135.3,41943,0.04,0,2.77
PO1137,Supplier_14,China,Mechanical,13-11-2025,25-11-2025,25-11-2025,237,235,165.89,39315.93,0.085,2,3.37
PO1138,Supplier_45,France,Packaging,01-09-2025,12-09-2025,17-09-2025,438,415,16.06,7034.28,0.008,4,4
PO1139,Supplier_37,India,Raw Material,18-07-2025,10-08-2025,13-08-2025,481,479,91.57,44045.17,0.041,1,4.19
PO1140,Supplier_34,Germany,Mechanical,26-02-2026,26-03-2026,27-03-2026,62,58,69.06,4281.72,0.098,3,2.54
PO1141,Supplier_10,Poland,Electronics,12-12-2025,22-12-2025,23-12-2025,297,286,112.18,33317.46,0.015,0,3.53
PO1142,Supplier_15,Poland,Mechanical,07-12-2025,04-01-2026,09-01-2026,180,164,24.46,4402.8,0.05,2,3.44
PO1143,Supplier_5,India,Electronics,06-07-2025,11-07-2025,14-07-2025,433,431,129.96,56272.68,0.06,2,4.78
PO1144,Supplier_40,France,Packaging,22-12-2025,05-01-2026,06-01-2026,245,245,65.36,16013.2,0.082,2,4.82
PO1145,Supplier_12,China,Mechanical,23-07-2025,08-08-2025,09-08-2025,346,322,100.43,34748.78,0.012,3,3.06
PO1146,Supplier_3,India,Packaging,13-09-2025,28-09-2025,03-10-2025,325,315,74.34,24160.5,0.013,3,3.34
PO1147,Supplier_13,China,Raw Material,09-09-2025,05-10-2025,07-10-2025,454,441,183.83,83458.82,0.049,4,3
PO1148,Supplier_25,China,Packaging,22-10-2025,18-11-2025,25-11-2025,160,133,51.1,8176,0.081,1,3.11
PO1149,Supplier_19,China,Electronics,02-04-2026,14-04-2026,19-04-2026,421,399,156.73,65983.33,0.043,1,4.08
PO1150,Supplier_16,Germany,Packaging,14-06-2025,07-07-2025,08-07-2025,225,221,191.89,43175.25,0.032,1,3.27
PO1151,Supplier_5,France,Packaging,08-02-2026,21-02-2026,23-02-2026,97,74,62.79,6090.63,0.1,4,3.78
PO1152,Supplier_37,Germany,Packaging,20-11-2025,04-12-2025,04-12-2025,85,57,126.08,10716.8,0.082,1,4.07
PO1153,Supplier_50,France,Electronics,09-11-2025,27-11-2025,04-12-2025,466,446,94.51,44041.66,0.067,4,4.69
PO1154,Supplier_38,China,Packaging,15-05-2025,31-05-2025,02-06-2025,466,463,160.33,74713.78,0.026,2,3.76
PO1155,Supplier_37,India,Mechanical,28-09-2025,14-10-2025,19-10-2025,66,60,76.76,5066.160000000001,0.026,2,3.89
PO1156,Supplier_42,Poland,Packaging,09-05-2025,03-06-2025,04-06-2025,489,473,190.03,92924.67,0.036,3,3.02
PO1157,Supplier_22,India,Electronics,10-03-2026,01-04-2026,02-04-2026,268,247,189.04,50662.72,0.076,1,3.34
PO1158,Supplier_40,Germany,Raw Material,13-12-2025,11-01-2026,14-01-2026,438,410,130.21,57031.98,0.098,1,4.24
PO1159,Supplier_43,Poland,Packaging,29-06-2025,28-07-2025,28-07-2025,180,155,57.72,10389.6,0.06,0,3.31
PO1160,Supplier_16,China,Packaging,13-09-2025,28-09-2025,28-09-2025,153,131,48.31,7391.43,0.008,1,3.78
PO1161,Supplier_44,India,Electronics,31-03-2026,14-04-2026,15-04-2026,472,454,113.87,53746.64,0.071,3,2.67
PO1162,Supplier_50,India,Mechanical,27-03-2026,21-04-2026,21-04-2026,145,118,158.35,22960.75,0.019,4,4.44
PO1163,Supplier_15,India,Packaging,06-06-2025,21-06-2025,22-06-2025,159,133,176.5,28063.5,0.03,0,2.95
PO1164,Supplier_9,Germany,Raw Material,05-06-2025,16-06-2025,18-06-2025,56,49,164.42,9207.519999999999,0.066,1,3.87
PO1165,Supplier_37,Germany,Raw Material,08-11-2025,06-12-2025,11-12-2025,408,384,155.21,63325.68,0.054,3,3.72
PO1166,Supplier_48,China,Mechanical,02-12-2025,09-12-2025,10-12-2025,308,281,12.1,3726.7999999999997,0.031,0,3.52
PO1167,Supplier_49,France,Packaging,23-06-2025,18-07-2025,25-07-2025,279,268,39.9,11132.1,0.067,0,2.65
PO1168,Supplier_7,France,Packaging,12-11-2025,29-11-2025,30-11-2025,307,292,36.89,11325.23,0.083,4,3.03
PO1169,Supplier_34,Germany,Electronics,27-02-2026,28-03-2026,31-03-2026,365,339,128.49,46898.850000000006,0.056,3,4.57
PO1170,Supplier_18,Poland,Raw Material,06-01-2026,21-01-2026,21-01-2026,234,224,199.9,46776.6,0.026,4,4.24
PO1171,Supplier_48,India,Raw Material,26-03-2026,13-04-2026,20-04-2026,431,412,12.71,5478.01,0.06,1,2.84
PO1172,Supplier_14,Poland,Electronics,28-07-2025,05-08-2025,10-08-2025,199,184,45.9,9134.1,0.086,3,4.18
PO1173,Supplier_31,France,Raw Material,10-10-2025,31-10-2025,31-10-2025,80,63,139.9,11192,0.002,0,3.62
PO1174,Supplier_26,Poland,Electronics,03-07-2025,16-07-2025,21-07-2025,164,152,182.76,29972.64,0.051,4,4.22
PO1175,Supplier_33,Poland,Mechanical,28-01-2026,12-02-2026,15-02-2026,257,251,177.25,45553.25,0.028,4,4.22
PO1176,Supplier_3,Poland,Mechanical,26-01-2026,08-02-2026,11-02-2026,353,351,30.21,10664.130000000001,0.008,3,2.75
PO1177,Supplier_40,Poland,Raw Material,01-10-2025,25-10-2025,01-11-2025,118,106,44.04,5196.72,0.065,4,3.96
PO1178,Supplier_38,India,Raw Material,03-01-2026,14-01-2026,19-01-2026,454,447,108.17,49109.18,0.074,3,3.86
PO1179,Supplier_46,India,Electronics,13-08-2025,23-08-2025,24-08-2025,406,395,113.46,46064.759999999995,0.053,1,4.25
PO1180,Supplier_17,France,Raw Material,02-05-2025,26-05-2025,26-05-2025,78,63,62.46,4871.88,0.022,3,3.31
PO1181,Supplier_44,China,Mechanical,03-08-2025,28-08-2025,28-08-2025,397,385,179.26,71166.22,0.009,4,3.39
PO1182,Supplier_34,India,Mechanical,21-03-2026,14-04-2026,17-04-2026,206,204,52.88,10893.28,0.002,2,4.09
PO1183,Supplier_9,China,Electronics,26-04-2025,19-05-2025,21-05-2025,424,397,99.12,42026.880000000005,0.033,4,2.86
PO1184,Supplier_22,India,Mechanical,14-08-2025,30-08-2025,31-08-2025,96,96,189.79,18219.84,0.073,1,3.12
PO1185,Supplier_33,India,Packaging,16-05-2025,30-05-2025,02-06-2025,483,463,177.53,85746.99,0.084,0,4.23
PO1186,Supplier_21,China,Packaging,23-06-2025,28-06-2025,28-06-2025,405,398,103.02,41723.1,0.031,0,2.76
PO1187,Supplier_2,Germany,Raw Material,02-08-2025,18-08-2025,23-08-2025,199,190,146.41,29135.59,0.074,1,2.89
PO1188,Supplier_21,China,Electronics,11-01-2026,26-01-2026,29-01-2026,67,42,162.8,10907.6,0.018,3,3.39
PO1189,Supplier_40,France,Mechanical,13-11-2025,19-11-2025,24-11-2025,417,400,85.41,35615.97,0.026,1,2.66
PO1190,Supplier_10,China,Electronics,31-07-2025,16-08-2025,16-08-2025,245,239,159.71,39128.950000000004,0.023,4,3.4
PO1191,Supplier_15,India,Packaging,24-02-2026,19-03-2026,21-03-2026,171,165,150.07,25661.969999999998,0.07,4,4.76
PO1192,Supplier_43,China,Electronics,08-05-2025,14-05-2025,14-05-2025,406,377,65.19,26467.14,0.017,3,3.61
PO1193,Supplier_47,China,Packaging,08-09-2025,07-10-2025,10-10-2025,436,434,162.56,70876.16,0.043,0,2.62
PO1194,Supplier_45,China,Packaging,04-02-2026,13-02-2026,13-02-2026,115,105,183.55,21108.25,0.028,4,4.84
PO1195,Supplier_13,India,Raw Material,09-12-2025,21-12-2025,21-12-2025,468,445,46.7,21855.600000000002,0.067,1,2.83
PO1196,Supplier_6,India,Electronics,04-05-2025,31-05-2025,01-06-2025,418,390,122.07,51025.259999999995,0.02,0,2.9
PO1197,Supplier_46,India,Raw Material,17-06-2025,12-07-2025,12-07-2025,224,215,181.4,40633.6,0.092,2,4.54
PO1198,Supplier_21,Germany,Mechanical,26-10-2025,03-11-2025,04-11-2025,436,428,124.05,54085.799999999996,0.012,1,2.62
PO1199,Supplier_27,Germany,Packaging,19-04-2025,15-05-2025,18-05-2025,388,383,142.63,55340.439999999995,0.039,1,3.56
PO1200,Supplier_36,India,Raw Material,22-03-2026,07-04-2026,12-04-2026,332,326,100.53,33375.96,0.033,4,2.56
PO1201,Supplier_14,Poland,Packaging,25-08-2025,11-09-2025,12-09-2025,273,260,58.72,16030.56,0.001,0,2.77
PO1202,Supplier_3,France,Raw Material,31-01-2026,22-02-2026,27-02-2026,262,237,114.88,30098.559999999998,0.023,3,2.79
PO1203,Supplier_1,Germany,Raw Material,14-04-2026,09-05-2026,11-05-2026,101,78,162.01,16363.009999999998,0.035,3,3.63
PO1204,Supplier_10,France,Mechanical,17-10-2025,08-11-2025,13-11-2025,186,170,58.97,10968.42,0.023,4,3.7
PO1205,Supplier_6,France,Raw Material,10-03-2026,18-03-2026,25-03-2026,405,381,146.51,59336.549999999996,0.077,4,3.8
PO1206,Supplier_48,France,Packaging,21-02-2026,11-03-2026,14-03-2026,427,400,166,70882,0.02,3,3.64
PO1207,Supplier_11,China,Raw Material,15-08-2025,31-08-2025,05-09-2025,278,273,91.43,25417.54,0.073,2,2.55
PO1208,Supplier_3,Poland,Packaging,20-09-2025,06-10-2025,13-10-2025,266,246,60.42,16071.720000000001,0.069,4,4.83
