po_id,supplier_name,region,category,po_date,promised_date,actual_date,ordered_qty,delivered_qty,unit_cost,po_value,defect_rate,previous_delay_count,supplier_rating,delay_days,delivery_risk,fill_rate,cost_impact
PO1078,Supplier_16,India,Raw Material,19-01-2026,09-02-2026,11-02-2026,196,192,181.84,35640.64,0.1,2,2.94,2,0,0.9795918367346939,3564.0640000000003
PO1079,Supplier_15,Germany,Mechanical,07-03-2026,29-03-2026,31-03-2026,309,288,26.52,8194.68,0.022,1,3.81,2,0,0.9320388349514563,180.28296
PO1080,Supplier_42,Germany,Packaging,21-11-2025,27-11-2025,28-11-2025,205,196,11.13,2281.65,0.038,3,4.78,1,0,0.9560975609756097,86.70270000000001
PO1081,Supplier_12,China,Electronics,23-06-2025,06-07-2025,06-07-2025,135,130,55.08,7435.8,0.026,4,4.76,0,0,0.9629629629629629,193.33079999999998
PO1082,Supplier_15,China,Packaging,10-05-2025,19-05-2025,19-05-2025,413,386,146.27,60409.51,0.083,2,4.72,0,0,0.9346246973365617,5013.98933
PO1083,Supplier_8,Germany,Packaging,08-11-2025,17-11-2025,17-11-2025,341,325,139.72,47644.52,0.07,3,3.47,0,0,0.9530791788856305,3335.1164
PO1084,Supplier_12,Poland,Packaging,29-07-2025,21-08-2025,21-08-2025,482,463,50.61,24394.02,0.066,2,2.94,0,0,0.9605809128630706,1610.0053200000002
PO1085,Supplier_8,India,Packaging,13-06-2025,25-06-2025,27-06-2025,377,369,196.59,74114.43000000001,0.039,0,2.8,2,0,0.9787798408488063,2890.46277
PO1086,Supplier_13,France,Raw Material,29-01-2026,05-02-2026,12-02-2026,351,322,54.32,19066.32,0.073,3,3.76,7,1,0.9173789173789174,1391.84136
PO1087,Supplier_36,China,Electronics,12-10-2025,19-10-2025,19-10-2025,224,206,125.84,28188.16,0.02,0,2.93,0,0,0.9196428571428571,563.7632
PO1088,Supplier_27,India,Raw Material,23-05-2025,31-05-2025,05-06-2025,169,145,89.35,15100.15,0.074,4,4.52,5,1,0.8579881656804734,1117.4110999999998
PO1089,Supplier_31,Germany,Packaging,30-03-2026,14-04-2026,19-04-2026,454,454,15,6810,0.026,0,2.93,5,1,1,177.06
PO1090,Supplier_21,China,Mechanical,21-11-2025,17-12-2025,19-12-2025,241,219,143.91,34682.31,0.034,4,3.08,2,0,0.9087136929460581,1179.19854
PO1091,Supplier_40,Poland,Raw Material,24-10-2025,07-11-2025,12-11-2025,101,82,68.68,6936.68,0.066,2,3.63,5,1,0.8118811881188119,457.82088000000005
PO1092,Supplier_23,France,Mechanical,08-01-2026,15-01-2026,22-01-2026,358,356,136.95,49028.1,0.09,0,3.77,7,1,0.994413408,4412.5289999999995
PO1093,Supplier_32,Poland,Packaging,27-04-2025,17-05-2025,17-05-2025,160,143,34.04,5446.4,0.048,2,3.73,0,0,0.89375,261.42719999999997
PO1094,Supplier_6,Poland,Raw Material,30-06-2025,22-07-2025,27-07-2025,159,152,169.86,27007.74,0.041,4,3.8,5,1,0.9559748427672956,1107.31734
PO1095,Supplier_34,Poland,Packaging,03-04-2026,20-04-2026,27-04-2026,129,123,170.69,22019.01,0.035,0,3.24,7,1,0.9534883720930233,770.66535
PO1096,Supplier_20,France,Raw Material,15-09-2025,23-09-2025,30-09-2025,209,194,75.03,15681.27,0.008,1,3.54,7,1,0.9282296650717703,125.45016000000001
PO1097,Supplier_32,France,Electronics,16-01-2026,26-01-2026,26-01-2026,358,340,88.03,31514.74,0.072,1,4.86,0,0,0.9497206703910615,2269.06128
PO1098,Supplier_39,France,Electronics,04-11-2025,16-11-2025,21-11-2025,294,278,76.94,22620.36,0.03,3,3.1,5,1,0.9455782312925171,678.6108
PO1099,Supplier_25,India,Packaging,05-10-2025,13-10-2025,13-10-2025,54,36,107.28,5793.12,0.099,4,2.65,0,0,0.6666666666666666,573.51888
PO1100,Supplier_49,France,Raw Material,05-03-2026,26-03-2026,26-03-2026,137,126,93.75,12843.75,0.099,4,2.66,0,0,0.9197080291970803,1271.53125
PO1101,Supplier_28,Germany,Mechanical,19-09-2025,30-09-2025,01-10-2025,299,274,173.59,51903.41,0.062,2,4.24,1,0,0.9163879598662207,3218.0114200000003
PO1102,Supplier_8,China,Packaging,27-05-2025,23-06-2025,23-06-2025,468,456,52.61,24621.48,0.01,2,3.9,0,0,0.9743589743589743,246.2148
PO1103,Supplier_11,China,Raw Material,25-06-2025,09-07-2025,16-07-2025,144,132,165.31,23804.64,0.093,0,2.59,7,1,0.9166666666666666,2213.8315199999997
PO1104,Supplier_15,Poland,Mechanical,12-07-2025,09-08-2025,14-08-2025,439,428,91.48,40159.72,0.04,3,3.49,5,1,0.9749430523917996,1606.3888000000002
PO1105,Supplier_27,Poland,Raw Material,20-02-2026,16-03-2026,16-03-2026,240,232,19.86,4766.4,0.094,4,4.86,0,0,0.9666666666666667,448.04159999999996
PO1106,Supplier_2,France,Mechanical,04-02-2026,12-02-2026,14-02-2026,483,465,110.98,53603.34,0.087,4,4.07,2,0,0.9627329192546584,4663.49058
PO1107,Supplier_41,India,Mechanical,22-09-2025,28-09-2025,05-10-2025,409,386,175.77,71889.93000000001,0.022,0,3.79,7,1,0.9437652811735942,1581.5784600000002
PO1108,Supplier_32,Poland,Electronics,27-04-2025,14-05-2025,15-05-2025,477,462,173.8,82902.6,0.084,0,4.57,1,0,0.9685534591194969,6963.818400000001
PO1109,Supplier_38,China,Electronics,26-02-2026,25-03-2026,30-03-2026,183,159,33.46,6123.18,0.098,3,3.55,5,1,0.8688524590163934,600.07164
PO1110,Supplier_39,India,Mechanical,22-06-2025,02-07-2025,02-07-2025,303,284,26.72,8096.16,0.089,0,3.28,0,0,0.9372937293729373,720.55824
PO1111,Supplier_15,Poland,Packaging,09-03-2026,07-04-2026,08-04-2026,479,458,163.92,78517.68,0.027,2,4.45,1,0,0.9561586638830898,2119.97736
PO1112,Supplier_31,France,Packaging,26-06-2025,20-07-2025,20-07-2025,367,339,42.32,15531.44,0.076,4,4.69,0,0,0.9237057220708447,1180.38944
PO1113,Supplier_34,India,Mechanical,12-06-2025,21-06-2025,21-06-2025,392,371,60.27,23625.84,0.052,0,4.14,0,0,0.9464285714285714,1228.54368
PO1114,Supplier_25,Germany,Electronics,13-11-2025,04-12-2025,07-12-2025,186,164,45.49,8461.140000000001,0.043,0,4.2,3,0,0.8817204301075269,363.82902
PO1115,Supplier_15,Germany,Mechanical,10-01-2026,03-02-2026,03-02-2026,149,122,146.88,21885.12,0.064,3,3.16,0,0,0.8187919463087249,1400.64768
PO1116,Supplier_9,Germany,Packaging,06-10-2025,26-10-2025,26-10-2025,60,49,142.34,8540.4,0.038,3,4.22,0,0,0.8166666666666667,324.5352
PO1117,Supplier_17,China,Electronics,04-01-2026,27-01-2026,30-01-2026,181,159,128.74,23301.94,0.01,4,2.91,3,0,0.8784530386740331,233.0194
PO1118,Supplier_17,France,Packaging,06-01-2026,15-01-2026,15-01-2026,128,117,147.73,18909.44,0.044,1,3.9,0,0,0.9140625,832.0153599999999
PO1119,Supplier_48,Germany,Electronics,04-01-2026,28-01-2026,28-01-2026,364,360,120.11,43720.04,0.029,0,2.71,0,0,0.989010989,1267.8811600000001
PO1120,Supplier_33,Germany,Electronics,25-09-2025,13-10-2025,14-10-2025,236,231,164.46,38812.560000000005,0.004,1,3.18,1,0,0.9788135593220338,155.25024000000002
PO1121,Supplier_28,Poland,Packaging,26-09-2025,19-10-2025,19-10-2025,268,244,106.45,28528.6,0.081,4,2.6,0,0,0.9104477611940298,2310.8166
PO1122,Supplier_26,India,Mechanical,15-06-2025,08-07-2025,08-07-2025,366,347,108.91,39861.06,0.039,0,4.26,0,0,0.9480874316939891,1554.58134
PO1123,Supplier_12,India,Electronics,27-01-2026,08-02-2026,11-02-2026,327,310,58.8,19227.6,0.046,2,3.72,3,0,0.9480122324159022,884.4695999999999
PO1124,Supplier_21,Poland,Packaging,16-03-2026,22-03-2026,22-03-2026,353,331,31.2,11013.6,0.084,0,3.39,0,0,0.9376770538243626,925.1424000000001
PO1125,Supplier_32,China,Raw Material,23-11-2025,12-12-2025,15-12-2025,241,214,150.03,36157.23,0.018,1,3.19,3,0,0.8879668049792531,650.83014
PO1126,Supplier_44,China,Electronics,09-08-2025,15-08-2025,15-08-2025,462,458,30.31,14003.22,0.066,1,4.46,0,0,0.9913419913419913,924.21252
PO1127,Supplier_23,Germany,Electronics,22-07-2025,08-08-2025,15-08-2025,407,395,72.85,29649.95,0.075,1,4.33,7,1,0.9705159705159705,2223.74625
PO1128,Supplier_13,France,Packaging,01-12-2025,24-12-2025,27-12-2025,201,174,23.49,4721.49,0.049,4,4.68,3,0,0.8656716417910447,231.35301
PO1129,Supplier_23,Poland,Mechanical,05-06-2025,03-07-2025,08-07-2025,461,459,33.7,15535.7,0.019,1,4.83,5,1,0.9956616052060737,295.1783
PO1130,Supplier_45,Germany,Mechanical,14-01-2026,23-01-2026,23-01-2026,158,131,189.23,29898.34,0.053,2,2.6,0,0,0.8291139240506329,1584.61202
PO1131,Supplier_27,Poland,Raw Material,31-05-2025,12-06-2025,19-06-2025,157,143,178.93,28092.01,0.047,0,4.7,7,1,0.910828025,1320.32447
PO1132,Supplier_32,Germany,Mechanical,13-08-2025,30-08-2025,31-08-2025,187,172,124.21,23227.27,0.071,3,3.12,1,0,0.9197860962566845,1649.13617
PO1133,Supplier_4,France,Packaging,21-09-2025,18-10-2025,23-10-2025,357,348,157.56,56248.92,0.055,1,3.69,5,1,0.9747899159663865,3093.6906
PO1134,Supplier_48,France,Raw Material,26-09-2025,18-10-2025,20-10-2025,251,226,123.23,30930.73,0.003,4,4.33,2,0,0.900398406,92.79219
PO1135,Supplier_3,Germany,Electronics,21-06-2025,27-06-2025,27-06-2025,418,409,104.46,43664.28,0.013,0,4.1,0,0,0.9784688995215312,567.63564
PO1136,Supplier_44,China,Electronics,30-03-2026,13-04-2026,20-04-2026,310,286,135.3,41943,0.04,0,2.77,7,1,0.9225806451612903,1677.72
PO1137,Supplier_14,China,Mechanical,13-11-2025,25-11-2025,25-11-2025,237,235,165.89,39315.93,0.085,2,3.37,0,0,0.9915611814345991,3341.8540500000004
PO1138,Supplier_45,France,Packaging,01-09-2025,12-09-2025,17-09-2025,438,415,16.06,7034.28,0.008,4,4,5,1,0.9474885844748858,56.27424
PO1139,Supplier_37,India,Raw Material,18-07-2025,10-08-2025,13-08-2025,481,479,91.57,44045.17,0.041,1,4.19,3,0,0.9958419958419958,1805.85197
PO1140,Supplier_34,Germany,Mechanical,26-02-2026,26-03-2026,27-03-2026,62,58,69.06,4281.72,0.098,3,2.54,1,0,0.9354838709677419,419.60856000000007
PO1141,Supplier_10,Poland,Electronics,12-12-2025,22-12-2025,23-12-2025,297,286,112.18,33317.46,0.015,0,3.53,1,0,0.9629629629629629,499.76189999999997
PO1142,Supplier_15,Poland,Mechanical,07-12-2025,04-01-2026,09-01-2026,180,164,24.46,4402.8,0.05,2,3.44,5,1,0.9111111111111111,220.14000000000001
PO1143,Supplier_5,India,Electronics,06-07-2025,11-07-2025,14-07-2025,433,431,129.96,56272.68,0.06,2,4.78,3,0,0.9953810623556582,3376.3608
PO1144,Supplier_40,France,Packaging,22-12-2025,05-01-2026,06-01-2026,245,245,65.36,16013.2,0.082,2,4.82,1,0,1,1313.0824
PO1145,Supplier_12,China,Mechanical,23-07-2025,08-08-2025,09-08-2025,346,322,100.43,34748.78,0.012,3,3.06,1,0,0.930635838,416.98536
PO1146,Supplier_3,India,Packaging,13-09-2025,28-09-2025,03-10-2025,325,315,74.34,24160.5,0.013,3,3.34,5,1,0.9692307692307692,314.0865
PO1147,Supplier_13,China,Raw Material,09-09-2025,05-10-2025,07-10-2025,454,441,183.83,83458.82,0.049,4,3,2,0,0.9713656387665198,4089.4821800000004
PO1148,Supplier_25,China,Packaging,22-10-2025,18-11-2025,25-11-2025,160,133,51.1,8176,0.081,1,3.11,7,1,0.83125,662.256
PO1149,Supplier_19,China,Electronics,02-04-2026,14-04-2026,19-04-2026,421,399,156.73,65983.33,0.043,1,4.08,5,1,0.9477434679334917,2837.2831899999996
PO1150,Supplier_16,Germany,Packaging,14-06-2025,07-07-2025,08-07-2025,225,221,191.89,43175.25,0.032,1,3.27,1,0,0.9822222222222222,1381.608
PO1151,Supplier_5,France,Packaging,08-02-2026,21-02-2026,23-02-2026,97,74,62.79,6090.63,0.1,4,3.78,2,0,0.7628865979381443,609.063
PO1152,Supplier_37,Germany,Packaging,20-11-2025,04-12-2025,04-12-2025,85,57,126.08,10716.8,0.082,1,4.07,0,0,0.6705882352941176,878.7776
PO1153,Supplier_50,France,Electronics,09-11-2025,27-11-2025,04-12-2025,466,446,94.51,44041.66,0.067,4,4.69,7,1,0.9570815450643777,2950.7912200000005
PO1154,Supplier_38,China,Packaging,15-05-2025,31-05-2025,02-06-2025,466,463,160.33,74713.78,0.026,2,3.76,2,0,0.9935622317596566,1942.55828
PO1155,Supplier_37,India,Mechanical,28-09-2025,14-10-2025,19-10-2025,66,60,76.76,5066.160000000001,0.026,2,3.89,5,1,0.9090909090909091,131.72016000000002
PO1156,Supplier_42,Poland,Packaging,09-05-2025,03-06-2025,04-06-2025,489,473,190.03,92924.67,0.036,3,3.02,1,0,0.967280164,3345.2881199999997
PO1157,Supplier_22,India,Electronics,10-03-2026,01-04-2026,02-04-2026,268,247,189.04,50662.72,0.076,1,3.34,1,0,0.9216417910447762,3850.36672
PO1158,Supplier_40,Germany,Raw Material,13-12-2025,11-01-2026,14-01-2026,438,410,130.21,57031.98,0.098,1,4.24,3,0,0.9360730593607306,5589.134040000001
PO1159,Supplier_43,Poland,Packaging,29-06-2025,28-07-2025,28-07-2025,180,155,57.72,10389.6,0.06,0,3.31,0,0,0.8611111111111112,623.376
PO1160,Supplier_16,China,Packaging,13-09-2025,28-09-2025,28-09-2025,153,131,48.31,7391.43,0.008,1,3.78,0,0,0.8562091503267973,59.131440000000005
PO1161,Supplier_44,India,Electronics,31-03-2026,14-04-2026,15-04-2026,472,454,113.87,53746.64,0.071,3,2.67,1,0,0.961864407,3816.0114399999998
PO1162,Supplier_50,India,Mechanical,27-03-2026,21-04-2026,21-04-2026,145,118,158.35,22960.75,0.019,4,4.44,0,0,0.8137931034482758,436.25425
PO1163,Supplier_15,India,Packaging,06-06-2025,21-06-2025,22-06-2025,159,133,176.5,28063.5,0.03,0,2.95,1,0,0.8364779874213837,841.905
PO1164,Supplier_9,Germany,Raw Material,05-06-2025,16-06-2025,18-06-2025,56,49,164.42,9207.52,0.066,1,3.87,2,0,0.875,607.69632
PO1165,Supplier_37,Germany,Raw Material,08-11-2025,06-12-2025,11-12-2025,408,384,155.21,63325.68,0.054,3,3.72,5,1,0.9411764705882353,3419.58672
PO1166,Supplier_48,China,Mechanical,02-12-2025,09-12-2025,10-12-2025,308,281,12.1,3726.8,0.031,0,3.52,1,0,0.9123376623376623,115.5308
PO1167,Supplier_49,France,Packaging,23-06-2025,18-07-2025,25-07-2025,279,268,39.9,11132.1,0.067,0,2.65,7,1,0.9605734767025089,745.8507000000001
PO1168,Supplier_7,France,Packaging,12-11-2025,29-11-2025,30-11-2025,307,292,36.89,11325.23,0.083,4,3.03,1,0,0.9511400651465798,939.99409
PO1169,Supplier_34,Germany,Electronics,27-02-2026,28-03-2026,31-03-2026,365,339,128.49,46898.850000000006,0.056,3,4.57,3,0,0.9287671232876712,2626.3356000000003
PO1170,Supplier_18,Poland,Raw Material,06-01-2026,21-01-2026,21-01-2026,234,224,199.9,46776.6,0.026,4,4.24,0,0,0.9572649572649573,1216.1915999999999
PO1171,Supplier_48,India,Raw Material,26-03-2026,13-04-2026,20-04-2026,431,412,12.71,5478.01,0.06,1,2.84,7,1,0.9559164733178654,328.6806
PO1172,Supplier_14,Poland,Electronics,28-07-2025,05-08-2025,10-08-2025,199,184,45.9,9134.1,0.086,3,4.18,5,1,0.9246231155778895,785.5326
PO1173,Supplier_31,France,Raw Material,10-10-2025,31-10-2025,31-10-2025,80,63,139.9,11192,0.002,0,3.62,0,0,0.7875,22.384
PO1174,Supplier_26,Poland,Electronics,03-07-2025,16-07-2025,21-07-2025,164,152,182.76,29972.64,0.051,4,4.22,5,1,0.926829268,1528.6046399999998
PO1175,Supplier_33,Poland,Mechanical,28-01-2026,12-02-2026,15-02-2026,257,251,177.25,45553.25,0.028,4,4.22,3,0,0.9766536964980544,1275.491
PO1176,Supplier_3,Poland,Mechanical,26-01-2026,08-02-2026,11-02-2026,353,351,30.21,10664.13,0.008,3,2.75,3,0,0.9943342776203966,85.31304
PO1177,Supplier_40,Poland,Raw Material,01-10-2025,25-10-2025,01-11-2025,118,106,44.04,5196.72,0.065,4,3.96,7,1,0.8983050847457628,337.7868
PO1178,Supplier_38,India,Raw Material,03-01-2026,14-01-2026,19-01-2026,454,447,108.17,49109.18,0.074,3,3.86,5,1,0.9845814977973568,3634.07932
PO1179,Supplier_46,India,Electronics,13-08-2025,23-08-2025,24-08-2025,406,395,113.46,46064.76,0.053,1,4.25,1,0,0.9729064039408867,2441.43228
PO1180,Supplier_17,France,Raw Material,02-05-2025,26-05-2025,26-05-2025,78,63,62.46,4871.88,0.022,3,3.31,0,0,0.8076923076923077,107.18136
PO1181,Supplier_44,China,Mechanical,03-08-2025,28-08-2025,28-08-2025,397,385,179.26,71166.22,0.009,4,3.39,0,0,0.9697732997481109,640.4959799999999
PO1182,Supplier_34,India,Mechanical,21-03-2026,14-04-2026,17-04-2026,206,204,52.88,10893.28,0.002,2,4.09,3,0,0.9902912621359223,21.78656
PO1183,Supplier_9,China,Electronics,26-04-2025,19-05-2025,21-05-2025,424,397,99.12,42026.880000000005,0.033,4,2.86,2,0,0.9363207547169812,1386.8870400000003
PO1184,Supplier_22,India,Mechanical,14-08-2025,30-08-2025,31-08-2025,96,96,189.79,18219.84,0.073,1,3.12,1,0,1,1330.0483199999999
PO1185,Supplier_33,India,Packaging,16-05-2025,30-05-2025,02-06-2025,483,463,177.53,85746.99,0.084,0,4.23,3,0,0.9585921325051759,7202.747160000001
PO1186,Supplier_21,China,Packaging,23-06-2025,28-06-2025,28-06-2025,405,398,103.02,41723.1,0.031,0,2.76,0,0,0.9827160493827161,1293.4161
PO1187,Supplier_2,Germany,Raw Material,02-08-2025,18-08-2025,23-08-2025,199,190,146.41,29135.59,0.074,1,2.89,5,1,0.9547738693467337,2156.03366
PO1188,Supplier_21,China,Electronics,11-01-2026,26-01-2026,29-01-2026,67,42,162.8,10907.6,0.018,3,3.39,3,0,0.6268656716417911,196.33679999999998
PO1189,Supplier_40,France,Mechanical,13-11-2025,19-11-2025,24-11-2025,417,400,85.41,35615.97,0.026,1,2.66,5,1,0.9592326139088729,926.01522
PO1190,Supplier_10,China,Electronics,31-07-2025,16-08-2025,16-08-2025,245,239,159.71,39128.95,0.023,4,3.4,0,0,0.9755102040816327,899.9658499999999
PO1191,Supplier_15,India,Packaging,24-02-2026,19-03-2026,21-03-2026,171,165,150.07,25661.97,0.07,4,4.76,2,0,0.9649122807017544,1796.3379000000002
PO1192,Supplier_43,China,Electronics,08-05-2025,14-05-2025,14-05-2025,406,377,65.19,26467.14,0.017,3,3.61,0,0,0.9285714285714286,449.94138000000004
PO1193,Supplier_47,China,Packaging,08-09-2025,07-10-2025,10-10-2025,436,434,162.56,70876.16,0.043,0,2.62,3,0,0.9954128440366973,3047.67488
PO1194,Supplier_45,China,Packaging,04-02-2026,13-02-2026,13-02-2026,115,105,183.55,21108.25,0.028,4,4.84,0,0,0.9130434782608695,591.0310000000001
PO1195,Supplier_13,India,Raw Material,09-12-2025,21-12-2025,21-12-2025,468,445,46.7,21855.6,0.067,1,2.83,0,0,0.9508547008547008,1464.3252
PO1196,Supplier_6,India,Electronics,04-05-2025,31-05-2025,01-06-2025,418,390,122.07,51025.26,0.02,0,2.9,1,0,0.9330143540669856,1020.5052000000001
PO1197,Supplier_46,India,Raw Material,17-06-2025,12-07-2025,12-07-2025,224,215,181.4,40633.6,0.092,2,4.54,0,0,0.9598214285714286,3738.2911999999997
PO1198,Supplier_21,Germany,Mechanical,26-10-2025,03-11-2025,04-11-2025,436,428,124.05,54085.8,0.012,1,2.62,1,0,0.981651376,649.0296000000001
PO1199,Supplier_27,Germany,Packaging,19-04-2025,15-05-2025,18-05-2025,388,383,142.63,55340.44,0.039,1,3.56,3,0,0.9871134020618557,2158.27716
PO1200,Supplier_36,India,Raw Material,22-03-2026,07-04-2026,12-04-2026,332,326,100.53,33375.96,0.033,4,2.56,5,1,0.9819277108433735,1101.40668
PO1201,Supplier_14,Poland,Packaging,25-08-2025,11-09-2025,12-09-2025,273,260,58.72,16030.56,0.001,0,2.77,1,0,0.9523809523809523,16.03056
PO1202,Supplier_3,France,Raw Material,31-01-2026,22-02-2026,27-02-2026,262,237,114.88,30098.56,0.023,3,2.79,5,1,0.9045801526717557,692.26688
PO1203,Supplier_1,Germany,Raw Material,14-04-2026,09-05-2026,11-05-2026,101,78,162.01,16363.009999999998,0.035,3,3.63,2,0,0.7722772277227723,572.70535
PO1204,Supplier_10,France,Mechanical,17-10-2025,08-11-2025,13-11-2025,186,170,58.97,10968.42,0.023,4,3.7,5,1,0.9139784946236559,252.27366
PO1205,Supplier_6,France,Raw Material,10-03-2026,18-03-2026,25-03-2026,405,381,146.51,59336.55,0.077,4,3.8,7,1,0.9407407407407408,4568.91435
PO1206,Supplier_48,France,Packaging,21-02-2026,11-03-2026,14-03-2026,427,400,166,70882,0.02,3,3.64,3,0,0.93676815,1417.64
PO1207,Supplier_11,China,Raw Material,15-08-2025,31-08-2025,05-09-2025,278,273,91.43,25417.54,0.073,2,2.55,5,1,0.9820143884892086,1855.4804199999999
PO1208,Supplier_3,Poland,Packaging,20-09-2025,06-10-2025,13-10-2025,266,246,60.42,16071.72,0.069,4,4.83,7,1,0.92481203,1108.94868
PO1209,Supplier_12,France,Mechanical,24-12-2025,01-01-2026,01-01-2026,276,251,156.01,43058.76,0.022,3,3.12,0,0,0.9094202898550725,947.29272
PO1210,Supplier_1,Germany,Packaging,19-07-2025,01-08-2025,01-08-2025,486,478,10.37,5039.82,0.073,0,4.33,0,0,0.9835390946502057,367.90685999999994
PO1211,Supplier_11,China,Packaging,21-02-2026,20-03-2026,25-03-2026,230,211,60.74,13970.2,0.048,0,3.35,5,1,0.9173913043478261,670.5696
PO1212,Supplier_19,India,Packaging,17-04-2026,05-05-2026,12-05-2026,173,153,87.95,15215.35,0.011,4,3.48,7,1,0.884393064,167.36884999999998
PO1213,Supplier_20,France,Electronics,15-10-2025,06-11-2025,08-11-2025,154,151,132.95,20474.3,0.003,0,2.55,2,0,0.9805194805194806,61.4229
PO1214,Supplier_9,Poland,Electronics,17-02-2026,23-02-2026,26-02-2026,314,285,145.29,45621.06,0.087,3,4.11,3,0,0.9076433121019108,3969.0322199999996
PO1215,Supplier_35,Poland,Electronics,28-10-2025,15-11-2025,15-11-2025,271,248,34.86,9447.06,0.068,3,3.57,0,0,0.915129151,642.40008
PO1216,Supplier_35,India,Electronics,06-02-2026,14-02-2026,14-02-2026,92,68,31.49,2897.08,0.083,2,3.23,0,0,0.7391304347826086,240.45764
PO1217,Supplier_37,Poland,Electronics,08-09-2025,15-09-2025,15-09-2025,309,300,77.07,23814.63,0.064,1,4.66,0,0,0.970873786,1524.13632
PO1218,Supplier_16,China,Electronics,29-06-2025,23-07-2025,24-07-2025,67,42,111.96,7501.32,0.077,1,3.52,1,0,0.6268656716417911,577.60164
PO1219,Supplier_39,Poland,Electronics,23-11-2025,02-12-2025,02-12-2025,327,307,19.5,6376.5,0.016,0,4.32,0,0,0.9388379204892966,102.024
PO1220,Supplier_32,China,Raw Material,08-05-2025,26-05-2025,28-05-2025,155,135,139.31,21593.05,0.079,4,4.62,2,0,0.8709677419354839,1705.85095
PO1221,Supplier_50,Poland,Raw Material,17-02-2026,02-03-2026,07-03-2026,203,183,149.82,30413.46,0.084,4,2.7,5,1,0.9014778325123153,2554.73064
PO1222,Supplier_8,France,Raw Material,27-06-2025,07-07-2025,10-07-2025,406,382,109.1,44294.6,0.093,3,4.95,3,0,0.9408866995073891,4119.3978
PO1223,Supplier_39,Germany,Electronics,09-04-2026,27-04-2026,30-04-2026,57,51,183.05,10433.85,0.017,3,3.01,3,0,0.8947368421052632,177.37545000000003
PO1224,Supplier_19,India,Packaging,15-04-2026,02-05-2026,09-05-2026,330,303,80.73,26640.9,0.072,1,3.94,7,1,0.9181818181818182,1918.1448
PO1225,Supplier_40,India,Mechanical,25-12-2025,20-01-2026,23-01-2026,481,474,145.69,70076.89,0.037,3,2.95,3,0,0.9854469854469855,2592.8449299999997
PO1226,Supplier_48,France,Packaging,11-12-2025,29-12-2025,29-12-2025,460,433,152.17,69998.2,0.079,4,4.29,0,0,0.941304348,5529.8578
PO1227,Supplier_9,India,Packaging,20-07-2025,02-08-2025,05-08-2025,213,205,80.87,17225.31,0.015,4,4.82,3,0,0.9624413145539906,258.37965
PO1228,Supplier_32,China,Mechanical,21-11-2025,20-12-2025,25-12-2025,421,406,120.17,50591.57,0.037,0,2.82,5,1,0.9643705463182898,1871.88809
PO1229,Supplier_8,China,Mechanical,09-11-2025,08-12-2025,08-12-2025,127,106,190.09,24141.43,0.037,1,3.26,0,0,0.8346456692913385,893.23291
PO1230,Supplier_13,France,Electronics,31-05-2025,12-06-2025,12-06-2025,302,278,111.06,33540.12,0.009,3,4.12,0,0,0.9205298013245033,301.86108
PO1231,Supplier_1,Germany,Packaging,14-12-2025,22-12-2025,24-12-2025,210,210,196.5,41265,0.09,3,3.26,2,0,1,3713.85
PO1232,Supplier_15,India,Mechanical,21-12-2025,19-01-2026,22-01-2026,129,123,166.56,21486.24,0.068,3,2.63,3,0,0.9534883720930233,1461.0643200000002
PO1233,Supplier_24,Poland,Electronics,17-08-2025,14-09-2025,16-09-2025,384,361,72.87,27982.08,0.027,3,3.68,2,0,0.9401041666666666,755.51616
PO1234,Supplier_47,India,Raw Material,21-07-2025,09-08-2025,09-08-2025,389,380,41.58,16174.62,0.035,1,4.31,0,0,0.9768637532133676,566.1117
PO1235,Supplier_23,France,Electronics,15-06-2025,09-07-2025,10-07-2025,387,371,156.29,60484.23,0.086,3,3.91,1,0,0.958656331,5201.643779999999
PO1236,Supplier_45,India,Raw Material,03-12-2025,09-12-2025,12-12-2025,479,475,73.99,35441.21,0.057,2,4.89,3,0,0.9916492693110647,2020.14897
PO1237,Supplier_39,Germany,Electronics,27-07-2025,07-08-2025,09-08-2025,403,401,84.06,33876.18,0.039,2,3.38,2,0,0.9950372208436724,1321.17102
PO1238,Supplier_20,Poland,Mechanical,06-07-2025,17-07-2025,17-07-2025,196,175,116.06,22747.76,0.032,0,3.96,0,0,0.8928571428571429,727.92832
PO1239,Supplier_17,India,Raw Material,02-03-2026,12-03-2026,14-03-2026,322,306,38.01,12239.22,0.071,0,3.49,2,0,0.9503105590062112,868.9846199999998
PO1240,Supplier_40,Poland,Mechanical,25-10-2025,03-11-2025,08-11-2025,460,434,187.34,86176.40000000001,0.032,0,3.42,5,1,0.9434782608695652,2757.6448000000005
PO1241,Supplier_4,Germany,Raw Material,12-05-2025,07-06-2025,09-06-2025,351,325,16.11,5654.61,0.062,4,2.75,2,0,0.9259259259259259,350.58581999999996
PO1242,Supplier_30,India,Mechanical,21-04-2025,03-05-2025,10-05-2025,57,30,11.56,658.9200000000001,0.074,0,3.2,7,1,0.5263157894736842,48.76008
PO1243,Supplier_12,China,Raw Material,16-03-2026,11-04-2026,11-04-2026,290,264,176.79,51269.1,0.09,0,4.9,0,0,0.9103448275862069,4614.219
PO1244,Supplier_19,China,Electronics,06-08-2025,11-08-2025,13-08-2025,335,323,28.95,9698.25,0.092,3,2.53,2,0,0.9641791044776119,892.239
